FID,OBJECTID,SE_ANNO_CAD_DATA,SHAPE,FEATURENAME,NEIGHBORNODE_OBJECTID,GIP_OBJECTID
STRASSENKNOTENOGD.3422615,3422615,,MULTIPOINT ((16.379466238523474 48.153488063130354)),Kreuzung zwischen Jenny-Lind-Gasse und Anders-Zorn-Weg,,10355438
STRASSENKNOTENOGD.3422616,3422616,,MULTIPOINT ((16.367025054175336 48.16147264958795)),Kreuzung auf Laxenburger Straße,,10355439
STRASSENKNOTENOGD.3422617,3422617,,MULTIPOINT ((16.37199033351376 48.16171276242188)),Kreuzung auf Anningerweg,,10355440
STRASSENKNOTENOGD.3422618,3422618,,MULTIPOINT ((16.381350233108787 48.161929586857276)),Kreuzung zwischen Grenzackerstraße und Lehmgasse,,10355441
STRASSENKNOTENOGD.3422619,3422619,,MULTIPOINT ((16.381899586219365 48.16157898175512)),Kreuzung zwischen Grenzackerstraße und Altes Landgut,,10355442
STRASSENKNOTENOGD.3422620,3422620,,MULTIPOINT ((16.367057339219702 48.15682865698731)),Kreuzung auf Laplacegasse,,10355443
STRASSENKNOTENOGD.3422621,3422621,,MULTIPOINT ((16.374019341937785 48.16208603561354)),Kreuzung auf Dr.-Eberle-Gasse,,10355444
STRASSENKNOTENOGD.3422622,3422622,,MULTIPOINT ((16.377626374971694 48.15539637658535)),Kreuzung zwischen Holeyplatz und Pichelmayergasse,,10355445
STRASSENKNOTENOGD.3422623,3422623,,MULTIPOINT ((16.379205039057673 48.15542158148085)),Kreuzung zwischen Holeyplatz und Stinygasse,,10355446
STRASSENKNOTENOGD.3422624,3422624,,MULTIPOINT ((16.395501620193215 48.156353768186044)),Kreuzung zwischen Laaer-Berg-Straße und Bitterlichstraße und Theodor-Sickel-Gasse,,10355448
STRASSENKNOTENOGD.3422625,3422625,,MULTIPOINT ((16.38317982335954 48.16223420275904)),Kreuzung zwischen Favoritenstraße und Lehmgasse,,10355449
STRASSENKNOTENOGD.3422626,3422626,,MULTIPOINT ((16.38418050648674 48.16185185449305)),Kreuzung auf Altes Landgut,,10355450
STRASSENKNOTENOGD.3422627,3422627,,MULTIPOINT ((16.38482823256647 48.1612712339089)),Kreuzung zwischen Altes Landgut und Unbenannte Verkehrsfläche,,10355451
STRASSENKNOTENOGD.3422628,3422628,,MULTIPOINT ((16.39079701383209 48.15706060101688)),Kreuzung zwischen Holzknechtstraße und Endlichergasse und Rundumadum,,10355452
STRASSENKNOTENOGD.3422629,3422629,,MULTIPOINT ((16.392932461287483 48.15715483798005)),Kreuzung zwischen Theodor-Sickel-Gasse und Endlichergasse,,10355453
STRASSENKNOTENOGD.3422630,3422630,,MULTIPOINT ((16.38397284937312 48.162377768127115)),Kreuzung zwischen Lehmgasse und Wöhlergasse,,10355454
STRASSENKNOTENOGD.3422631,3422631,,MULTIPOINT ((16.38709166762974 48.158944853600644)),Kreuzung zwischen Endlichergasse und Ludwig-von-Höhnel-Gasse und Fischhofgasse,,10355455
STRASSENKNOTENOGD.3422632,3422632,,MULTIPOINT ((16.388872680982033 48.162640154062714)),Kreuzung zwischen Horrplatz und Erich-Sokol-Gasse und Czeikestraße,,10355456
STRASSENKNOTENOGD.3422633,3422633,,MULTIPOINT ((16.388325129876293 48.16110852242799)),Kreuzung zwischen Horrplatz und Fischhofgasse und Schwarzerweg,,10355457
STRASSENKNOTENOGD.3422634,3422634,,MULTIPOINT ((16.385648584634158 48.162102271151056)),Kreuzung zwischen Unbenannte Verkehrsfläche und Schwarzerweg,,10355458
STRASSENKNOTENOGD.3422635,3422635,,MULTIPOINT ((16.392339888144026 48.16022128181017)),Kreuzung zwischen Theodor-Sickel-Gasse und Schwarzerweg,,10355459
STRASSENKNOTENOGD.3422636,3422636,,MULTIPOINT ((16.393424190853363 48.16090423692594)),Kreuzung zwischen Laaer-Berg-Straße und Alte Laaer Straße,,10355460
STRASSENKNOTENOGD.3422637,3422637,,MULTIPOINT ((16.39787857856687 48.160399992239775)),Kreuzung zwischen Alte Laaer Straße und Wiesenthalgasse,,10355461
STRASSENKNOTENOGD.3422638,3422638,,MULTIPOINT ((16.39853522695893 48.15952489929652)),Kreuzung zwischen Klemens-Dorn-Gasse und Wiesenthalgasse,,10355462
STRASSENKNOTENOGD.3422639,3422639,,MULTIPOINT ((16.398015915626775 48.1572376500113)),Kreuzung zwischen Bitterlichstraße und Burgenlandgasse und Klemens-Dorn-Gasse,,10355463
STRASSENKNOTENOGD.3422640,3422640,,MULTIPOINT ((16.399023536466544 48.15625795746688)),Kreuzung zwischen Burgenlandgasse und Weichselbaumgasse,,10355464
STRASSENKNOTENOGD.3422641,3422641,,MULTIPOINT ((16.397488371904245 48.15628464289005)),Ende Weichselbaumgasse,,10355465
STRASSENKNOTENOGD.3422642,3422642,,MULTIPOINT ((16.395733627036922 48.15585114736635)),Kreuzung zwischen Laaer-Berg-Straße und Economogasse,,10355466
STRASSENKNOTENOGD.3422643,3422643,,MULTIPOINT ((16.395946032555656 48.155380574878215)),Kreuzung zwischen Laaer-Berg-Straße und Lippmanngasse,,10355467
STRASSENKNOTENOGD.3422644,3422644,,MULTIPOINT ((16.39607074114277 48.1550780399394)),Kreuzung zwischen Laaer-Berg-Straße und Kronawettergasse,,10355468
STRASSENKNOTENOGD.3422645,3422645,,MULTIPOINT ((16.39614109896507 48.1549022120186)),Kreuzung zwischen Laaer-Berg-Straße und Ramsaygasse,,10355469
STRASSENKNOTENOGD.3422646,3422646,,MULTIPOINT ((16.396334375475003 48.154422655414244)),Kreuzung zwischen Laaer-Berg-Straße und Karl-Diener-Gasse,,10355470
STRASSENKNOTENOGD.3422647,3422647,,MULTIPOINT ((16.39660563136377 48.1537371952827)),Kreuzung zwischen Laaer-Berg-Straße und Oppenheimgasse,,10355471
STRASSENKNOTENOGD.3422648,3422648,,MULTIPOINT ((16.39722847806659 48.15362964862308)),Kreuzung zwischen Oppenheimgasse und Schautagasse,,10355472
STRASSENKNOTENOGD.3422649,3422649,,MULTIPOINT ((16.390797367598235 48.15670150104384)),Kreuzung auf Holzknechtstraße,,10355473
STRASSENKNOTENOGD.3422650,3422650,,MULTIPOINT ((16.392749876616396 48.15507705349184)),Kreuzung zwischen Holzknechtstraße und Hauptweg,,10355474
STRASSENKNOTENOGD.3422651,3422651,,MULTIPOINT ((16.393176514061572 48.1547979098423)),Kreuzung zwischen Holzknechtstraße und Economogasse,,10355475
STRASSENKNOTENOGD.3422652,3422652,,MULTIPOINT ((16.393760709253524 48.154476107811)),Kreuzung zwischen Holzknechtstraße und Lippmanngasse,,10355476
STRASSENKNOTENOGD.3422653,3422653,,MULTIPOINT ((16.39430909458839 48.15415762326308)),Kreuzung zwischen Holzknechtstraße und Ramsaygasse,,10355477
STRASSENKNOTENOGD.3422654,3422654,,MULTIPOINT ((16.394875642852636 48.15384256943739)),Kreuzung zwischen Holzknechtstraße und Karl-Diener-Gasse,,10355478
STRASSENKNOTENOGD.3423365,3423365,,MULTIPOINT ((16.36130195026492 48.14670226112184)),Kreuzung zwischen Laxenburger Straße und Inzersdorfer Brücke,,10356234
STRASSENKNOTENOGD.3423366,3423366,,MULTIPOINT ((16.354172441140374 48.14867714180852)),Kreuzung zwischen Brücke im Zuge der Neilreichgasse und Neilreichgasse,,10356235
STRASSENKNOTENOGD.3423367,3423367,,MULTIPOINT ((16.357299577339948 48.145297440128395)),Kreuzung zwischen Kolbegasse und Gorskistraße,,10356238
STRASSENKNOTENOGD.3423368,3423368,,MULTIPOINT ((16.35430624639261 48.14613362855269)),Kreuzung zwischen Kolbegasse und Jochen-Rindt-Straße,,10356239
STRASSENKNOTENOGD.3423369,3423369,,MULTIPOINT ((16.35360020915157 48.14487614832765)),Kreuzung zwischen Jochen-Rindt-Straße und Salmhoferstraße,,10356240
STRASSENKNOTENOGD.3423370,3423370,,MULTIPOINT ((16.382366299434896 48.14979124535188)),Kreuzung zwischen Stockholmer Platz und Favoritenstraße und Franz-Koci-Straße,,10356241
STRASSENKNOTENOGD.3423371,3423371,,MULTIPOINT ((16.371230056264388 48.15178045834132)),Kreuzung zwischen Josef-Enslein-Platz und Per-Albin-Hansson-Straße und Bullgasse,,10356242
STRASSENKNOTENOGD.3423372,3423372,,MULTIPOINT ((16.37575496925587 48.14460962989615)),Kreuzung auf Oberlaaer Straße,,10356243
STRASSENKNOTENOGD.3423373,3423373,,MULTIPOINT ((16.380334052431806 48.150041679344874)),Kreuzung zwischen Stockholmer Platz und Per-Albin-Hansson-Straße,,10356244
STRASSENKNOTENOGD.3423374,3423374,,MULTIPOINT ((16.36700642532866 48.14652514919042)),Kreuzung zwischen Oberlaaer Straße und Großmarktstraße,,10356245
STRASSENKNOTENOGD.3423375,3423375,,MULTIPOINT ((16.366401801641196 48.152409114404485)),Kreuzung zwischen Per-Albin-Hansson-Straße und Munthegasse,,10356246
STRASSENKNOTENOGD.3423376,3423376,,MULTIPOINT ((16.367530831493443 48.15220140339356)),Kreuzung zwischen Per-Albin-Hansson-Straße und Undsetgasse,,10356247
STRASSENKNOTENOGD.3423377,3423377,,MULTIPOINT ((16.368643799430142 48.15201223452723)),Kreuzung zwischen Per-Albin-Hansson-Straße und Eddagasse,,10356248
STRASSENKNOTENOGD.3423378,3423378,,MULTIPOINT ((16.369911868017127 48.151864041374026)),Kreuzung zwischen Per-Albin-Hansson-Straße und Sindinggasse,,10356249
STRASSENKNOTENOGD.3423379,3423379,,MULTIPOINT ((16.37087759423047 48.1518008003638)),Kreuzung zwischen Josef-Enslein-Platz und Per-Albin-Hansson-Straße,,10356250
STRASSENKNOTENOGD.3423380,3423380,,MULTIPOINT ((16.37200989981152 48.15181815855411)),Kreuzung zwischen Per-Albin-Hansson-Straße und Macholdastraße,,10356251
STRASSENKNOTENOGD.3423381,3423381,,MULTIPOINT ((16.373562600779522 48.15167053830592)),Kreuzung zwischen Per-Albin-Hansson-Straße und Selma-Lagerlöf-Brücke,,10356252
STRASSENKNOTENOGD.3423382,3423382,,MULTIPOINT ((16.37523087785685 48.15136055647255)),Kreuzung zwischen Per-Albin-Hansson-Straße und Stadtwanderweg 7,,10356253
STRASSENKNOTENOGD.3423383,3423383,,MULTIPOINT ((16.37603084567097 48.151088655758535)),Kreuzung zwischen Per-Albin-Hansson-Straße und Selma-Lagerlöf-Gasse,,10356254
STRASSENKNOTENOGD.3423384,3423384,,MULTIPOINT ((16.37842326137228 48.15041885284694)),Kreuzung zwischen Per-Albin-Hansson-Straße und Malmögasse,,10356255
STRASSENKNOTENOGD.3423385,3423385,,MULTIPOINT ((16.380893810100254 48.15032348757783)),Kreuzung zwischen Stockholmer Platz und Brantinggasse,,10356256
STRASSENKNOTENOGD.3423386,3423386,,MULTIPOINT ((16.380919164875575 48.14978001458783)),Kreuzung auf Stockholmer Platz,,10356257
STRASSENKNOTENOGD.3423387,3423387,,MULTIPOINT ((16.38021438188643 48.14970159555263)),Kreuzung auf Stockholmer Platz,,10356258
STRASSENKNOTENOGD.3423388,3423388,,MULTIPOINT ((16.380080407509922 48.14932898647518)),Kreuzung zwischen Stockholmer Platz und Bernadottegasse und Upsalagasse,,10356259
STRASSENKNOTENOGD.3423389,3423389,,MULTIPOINT ((16.379954742028897 48.148970988183954)),Kreuzung zwischen Upsalagasse und Lundgasse,,10356260
STRASSENKNOTENOGD.3423390,3423390,,MULTIPOINT ((16.37984011602542 48.148629285916954)),Kreuzung zwischen Rickard-Lindström-Gasse und Upsalagasse,,10356261
STRASSENKNOTENOGD.3423391,3423391,,MULTIPOINT ((16.37975696267055 48.14825771107379)),Kreuzung zwischen Olaus-Petri-Gasse und Upsalagasse,,10356262
STRASSENKNOTENOGD.3423392,3423392,,MULTIPOINT ((16.381112109808967 48.14805933586057)),Kreuzung zwischen Olaus-Petri-Gasse und Göteborggasse,,10356263
STRASSENKNOTENOGD.3423393,3423393,,MULTIPOINT ((16.381087755774093 48.14842357461758)),Kreuzung zwischen Rickard-Lindström-Gasse und Göteborggasse,,10356264
STRASSENKNOTENOGD.3423394,3423394,,MULTIPOINT ((16.381075473487943 48.148786192528476)),Kreuzung zwischen Göteborggasse und Lundgasse,,10356265
STRASSENKNOTENOGD.3423395,3423395,,MULTIPOINT ((16.381060262783386 48.149162793463226)),Kreuzung zwischen Bernadottegasse und Göteborggasse,,10356266
STRASSENKNOTENOGD.3423396,3423396,,MULTIPOINT ((16.377366238648147 48.153251075084626)),Kreuzung zwischen Selma-Lagerlöf-Gasse und Tessingasse,,10356267
STRASSENKNOTENOGD.3423397,3423397,,MULTIPOINT ((16.376934249377683 48.15256605166201)),Kreuzung zwischen Selma-Lagerlöf-Gasse und Ellen-Key-Gasse,,10356268
STRASSENKNOTENOGD.3423398,3423398,,MULTIPOINT ((16.376483319780125 48.151816955860966)),Kreuzung zwischen Selma-Lagerlöf-Gasse und Tegnérgasse,,10356269
STRASSENKNOTENOGD.3423399,3423399,,MULTIPOINT ((16.37634755573614 48.15275399370728)),Kreuzung zwischen Stadtwanderweg 7 und Ellen-Key-Gasse,,10356270
STRASSENKNOTENOGD.3423400,3423400,,MULTIPOINT ((16.375611267387733 48.15038451201255)),Kreuzung zwischen Selma-Lagerlöf-Gasse und Bernadottegasse,,10356271
STRASSENKNOTENOGD.3423401,3423401,,MULTIPOINT ((16.37513924963113 48.14974326749174)),Kreuzung zwischen Selma-Lagerlöf-Gasse und Rickard-Lindström-Gasse,,10356272
STRASSENKNOTENOGD.3423402,3423402,,MULTIPOINT ((16.380926698492967 48.15324805649998)),Kreuzung zwischen Brantinggasse und Jenny-Lind-Gasse,,10356273
STRASSENKNOTENOGD.3423403,3423403,,MULTIPOINT ((16.380960857891125 48.152444266363396)),Kreuzung zwischen Brantinggasse und Tessingasse,,10356274
STRASSENKNOTENOGD.3423404,3423404,,MULTIPOINT ((16.38098553007636 48.15171860917727)),Kreuzung zwischen Brantinggasse und Ellen-Key-Gasse,,10356275
STRASSENKNOTENOGD.3423405,3423405,,MULTIPOINT ((16.380925237558692 48.150845087351826)),Kreuzung zwischen Brantinggasse und Tegnérgasse,,10356276
STRASSENKNOTENOGD.3423406,3423406,,MULTIPOINT ((16.379106540849726 48.15277709471712)),Kreuzung zwischen Rädda-Barnen-Platz und Tessingasse und Anders-Zorn-Weg,,10356277
STRASSENKNOTENOGD.3423407,3423407,,MULTIPOINT ((16.379341669632076 48.15231729387232)),Kreuzung zwischen Rädda-Barnen-Platz und Malmögasse,,10356278
STRASSENKNOTENOGD.3423408,3423408,,MULTIPOINT ((16.379524465759687 48.1526837022981)),Kreuzung zwischen Rädda-Barnen-Platz und Tessingasse,,10356279
STRASSENKNOTENOGD.3409317,3409317,,MULTIPOINT ((16.456133960178654 48.2616917585389)),Kreuzung zwischen Maculangasse und Puchgasse,,10341413
STRASSENKNOTENOGD.3409318,3409318,,MULTIPOINT ((16.45145634424348 48.270178893836196)),Kreuzung zwischen Herzmanovsky-Orlando-Gasse und Bubergasse,,10341414
STRASSENKNOTENOGD.3409319,3409319,,MULTIPOINT ((16.452007015121747 48.26843465773584)),Kreuzung zwischen Rieglgasse und Wassermanngasse,,10341415
STRASSENKNOTENOGD.3409320,3409320,,MULTIPOINT ((16.452532883689468 48.26686032918438)),Kreuzung zwischen Lhotskygasse und Adolf-Loos-Weg,,10341417
STRASSENKNOTENOGD.3409321,3409321,,MULTIPOINT ((16.451592650893588 48.26603039639488)),Kreuzung auf Julius-Ficker-Straße,,10341418
STRASSENKNOTENOGD.3409322,3409322,,MULTIPOINT ((16.45230593286072 48.26580878421789)),Kreuzung zwischen Julius-Ficker-Straße und Adolf-Loos-Weg,,10341419
STRASSENKNOTENOGD.3409323,3409323,,MULTIPOINT ((16.45130085163529 48.26434735724185)),Kreuzung zwischen Baldassgasse und Holzmanngasse,,10341420
STRASSENKNOTENOGD.3409324,3409324,,MULTIPOINT ((16.4511604859654 48.26252217194807)),Kreuzung zwischen Aderklaaer Straße und Holzmanngasse,,10341421
STRASSENKNOTENOGD.3409325,3409325,,MULTIPOINT ((16.46095726919645 48.262175063668074)),Kreuzung auf Rautenweg,,10341422
STRASSENKNOTENOGD.3409326,3409326,,MULTIPOINT ((16.461616517545895 48.26214188632156)),Kreuzung zwischen Rautenweg und Silenegasse,,10341423
STRASSENKNOTENOGD.3409327,3409327,,MULTIPOINT ((16.46257226636201 48.262143649741255)),Kreuzung zwischen Rautenweg und Violaweg,,10341424
STRASSENKNOTENOGD.3409328,3409328,,MULTIPOINT ((16.46438484254115 48.26184880336965)),Kreuzung zwischen Rautenweg und Percostraße und Obachgasse,,10341425
STRASSENKNOTENOGD.3409329,3409329,,MULTIPOINT ((16.45620106000624 48.264868443380216)),Kreuzung auf Wagramer Straße,,10341426
STRASSENKNOTENOGD.3409330,3409330,,MULTIPOINT ((16.463976490655224 48.26957730977661)),Kreuzung zwischen Wagramer Straße und Percostraße,,10341428
STRASSENKNOTENOGD.3409331,3409331,,MULTIPOINT ((16.460632455371798 48.26196274249284)),Kreuzung zwischen Tillmanngasse und Voitgasse,,10341429
STRASSENKNOTENOGD.3409332,3409332,,MULTIPOINT ((16.456907667779703 48.26531265302215)),Kreuzung zwischen Wagramer Straße und Spitzweg,,10341430
STRASSENKNOTENOGD.3409333,3409333,,MULTIPOINT ((16.454552540102654 48.2650487510814)),Kreuzung zwischen Seyringer Straße und Julius-Ficker-Straße,,10341432
STRASSENKNOTENOGD.3409334,3409334,,MULTIPOINT ((16.457155634180058 48.263013873194744)),Kreuzung zwischen Puchgasse und Voitgasse,,10341433
STRASSENKNOTENOGD.3409335,3409335,,MULTIPOINT ((16.461201285470363 48.26278028933108)),Kreuzung zwischen Rautenweg und Lichtblaustraße und Tillmanngasse,,10341434
STRASSENKNOTENOGD.3409336,3409336,,MULTIPOINT ((16.46324399493669 48.261924825587)),Kreuzung zwischen Rautenweg und Markomannenstraße,,10341435
STRASSENKNOTENOGD.3409337,3409337,,MULTIPOINT ((16.466627575195883 48.26760055088632)),Kreuzung auf Percostraße,,10341436
STRASSENKNOTENOGD.3409338,3409338,,MULTIPOINT ((16.46214641841055 48.2637668863189)),Kreuzung zwischen Lichtblaustraße und Niedermoserstraße,,10341437
STRASSENKNOTENOGD.3409339,3409339,,MULTIPOINT ((16.464287021841862 48.266577614741834)),Kreuzung zwischen Lichtblaustraße und Dassanowskyweg,,10341438
STRASSENKNOTENOGD.3409340,3409340,,MULTIPOINT ((16.46576082796156 48.26821102609433)),Kreuzung auf Percostraße,,10341439
STRASSENKNOTENOGD.3409341,3409341,,MULTIPOINT ((16.464094068925796 48.26309615253081)),Kreuzung auf Niedermoserstraße,,10341440
STRASSENKNOTENOGD.3409342,3409342,,MULTIPOINT ((16.465066672520475 48.26276407643302)),Kreuzung zwischen Percostraße und Niedermoserstraße,,10341441
STRASSENKNOTENOGD.3409343,3409343,,MULTIPOINT ((16.461306571059804 48.26797651893617)),Kreuzung auf Wagramer Straße,,10341442
STRASSENKNOTENOGD.3409344,3409344,,MULTIPOINT ((16.465832693425327 48.26142745347978)),Kreuzung zwischen Rautenweg und Fußweg Hosnedlgasse,,10341443
STRASSENKNOTENOGD.3409345,3409345,,MULTIPOINT ((16.45278475067861 48.26281056432443)),Kreuzung zwischen Seyringer Straße und Aderklaaer Straße,,10341444
STRASSENKNOTENOGD.3409346,3409346,,MULTIPOINT ((16.453775379160756 48.26351706216214)),Kreuzung auf Seyringer Straße,,10341445
STRASSENKNOTENOGD.3409347,3409347,,MULTIPOINT ((16.45817820928888 48.26380861474346)),Kreuzung zwischen Rautenweg und Dassanowskyweg,,10341446
STRASSENKNOTENOGD.3409348,3409348,,MULTIPOINT ((16.45909580872515 48.264826882096706)),Kreuzung zwischen Dassanowskyweg und Niedermoserstraße,,10341447
STRASSENKNOTENOGD.3409349,3409349,,MULTIPOINT ((16.45722901385476 48.26592532289006)),Kreuzung zwischen Spitzweg und Lhotskygasse,,10341448
STRASSENKNOTENOGD.3409350,3409350,,MULTIPOINT ((16.4578715826758 48.26691206225417)),Kreuzung auf Spitzweg,,10341449
STRASSENKNOTENOGD.3409351,3409351,,MULTIPOINT ((16.47787536747033 48.26893522212778)),Kreuzung auf Zwerchäckerweg,,10341450
STRASSENKNOTENOGD.3409352,3409352,,MULTIPOINT ((16.478392413356183 48.269850688263226)),Kreuzung auf Zwerchäckerweg,,10341451
STRASSENKNOTENOGD.3409353,3409353,,MULTIPOINT ((16.478523810385536 48.26998570400634)),Kreuzung zwischen Campingplatzweg und Zwerchäckerweg,,10341452
STRASSENKNOTENOGD.3409354,3409354,,MULTIPOINT ((16.481354728665902 48.26904884544194)),Kreuzung auf Campingplatzweg,,10341455
STRASSENKNOTENOGD.3409355,3409355,,MULTIPOINT ((16.472556824183705 48.26345584475875)),Kreuzung zwischen Hermann-Gebauer-Straße und Rudolf-Hausner-Gasse,,10341458
STRASSENKNOTENOGD.3409356,3409356,,MULTIPOINT ((16.473707738560375 48.26571210179788)),Kreuzung zwischen Hermann-Gebauer-Straße und Rudolf-Hausner-Gasse,,10341459
STRASSENKNOTENOGD.3409357,3409357,,MULTIPOINT ((16.47690347879529 48.26793080171833)),Kreuzung auf Hermann-Gebauer-Straße,,10341461
STRASSENKNOTENOGD.3409358,3409358,,MULTIPOINT ((16.4740955304432 48.26313770328904)),Kreuzung auf Rudolf-Hausner-Gasse,,10341462
STRASSENKNOTENOGD.3409359,3409359,,MULTIPOINT ((16.475529639262387 48.26197396241005)),Kreuzung auf Zwerchäckerweg,,10341464
STRASSENKNOTENOGD.3409360,3409360,,MULTIPOINT ((16.479478802196205 48.266842261924985)),Kreuzung zwischen Unbenannte Verkehrsfläche und Zwerchäckerweg,,10341465
STRASSENKNOTENOGD.3409361,3409361,,MULTIPOINT ((16.480230301550975 48.267863939556186)),Kreuzung auf Zwerchäckerweg,,10341466
STRASSENKNOTENOGD.3409362,3409362,,MULTIPOINT ((16.491816113676094 48.26195798424345)),Kreuzung zwischen Azaleengasse und Silberwurzweg,,10341471
STRASSENKNOTENOGD.3409363,3409363,,MULTIPOINT ((16.492612494215525 48.26135492502962)),Kreuzung zwischen Azaleengasse und Zinnienweg,,10341472
STRASSENKNOTENOGD.3409364,3409364,,MULTIPOINT ((16.48798400467306 48.266400728813515)),Kreuzung auf Unbenannte Verkehrsfläche,,10341476
STRASSENKNOTENOGD.3409365,3409365,,MULTIPOINT ((16.501738459801388 48.2649316704914)),Kreuzung auf Unbenannte Verkehrsfläche,,10341477
STRASSENKNOTENOGD.3409366,3409366,,MULTIPOINT ((16.50282249463454 48.26731532222157)),Kreuzung auf Unbenannte Verkehrsfläche,,10341478
STRASSENKNOTENOGD.3409367,3409367,,MULTIPOINT ((16.502482623532938 48.269077202414955)),Kreuzung zwischen Unbenannte Verkehrsfläche und Unbenannte Verkehrsfläche und Friedhofweg,,10341479
